Product Name,Color,Size,SKU,Barcode,Category,Type,Brand,piece/s per box/s,Minimum,Quantity,No. of box/s,Pending Qty In,Pending Qty Out,Actual Qty,Actual No. of box/s,LxWxH,Cargo Cost,Total Cargo,Cost,Retail,Wholesale,Markup
RM-502 CRAZY ROBOT EARPHONE,Black,N/A,RM-502-CRAZYROBOT-EARPHONE-BLK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-502 CRAZY ROBOT EARPHONE,White,N/A,RM-502-CRAZYROBOT-EARPHONE-WHITE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-502 CRAZY ROBOT EARPHONE,Red,N/A,RM-502-CRAZYROBOT-EARPHONE-RED,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-502 CRAZY ROBOT EARPHONE,Blue,N/A,RM-502-CRAZYROBOT-EARPHONE-BLUE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-502 CRAZY ROBOT EARPHONE,Yellow,N/A,RM-502-CRAZYROBOT-EARPHONE-YLLW,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-502 CRAZY ROBOT EARPHONE,Pink,N/A,RM-502-CRAZYROBOT-EARPHONE-PINK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?169.00,?160.00,82.00%
RM-610D EARPHONE,Red,N/A,RM-610D-EARPHONE-RED,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?208.00,?349.00,?340.00,68.00%
RM-610D EARPHONE,Gray,N/A,RM-610D-EARPHONE-GRAY,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?208.00,?349.00,?340.00,68.00%
RM-610D EARPHONE,Silver,N/A,RM-610D-EARPHONE-SILVER,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?208.00,?349.00,?340.00,68.00%
RM-610D EARPHONE,Gold,N/A,RM-610D-EARPHONE-GOLD,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?208.00,?349.00,?340.00,68.00%
REMAX RC-134A FAST CHARGING DATA CABLE TYPE-C,Black,N/A,RC-134A-DATA-CABLE-TYPE-C-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,298.00 pcs,298.00 box/s,0,0,298.00 pcs,298.00 box/s,0.00x0.00x0.00,0,?0.00,?27.00,?80.00,?50.00,196.00%
REMAX RC-134A FAST CHARGING DATA CABLE TYPE-C,White,N/A,RC-134A-DATA-CABLE-TYPE-C-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,257.00 pcs,257.00 box/s,0,0,257.00 pcs,257.00 box/s,0.00x0.00x0.00,0,?0.00,?27.00,?80.00,?50.00,196.00%
RC-131TH GITION SERIES 3in1 DATA CABLE,Black,N/A,RC-131TH-GITION-DATA-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,22.00 pcs,22.00 box/s,0,0,22.00 pcs,22.00 box/s,0.00x0.00x0.00,0,?0.00,?68.00,?149.00,?140.00,119.00%
RC-131TH GITION SERIES 3in1 DATA CABLE,Blue,N/A,RC-131TH-GITION-DATA-CABLE-BLUE,6.95485E+12,N/A,N/A,Remax,1,0,41.00 pcs,41.00 box/s,0,0,41.00 pcs,41.00 box/s,0.00x0.00x0.00,0,?0.00,?68.00,?149.00,?140.00,119.00%
RC-129M FAST SAFE DATA CABLE ANDROID,Black,N/A,RC-129M-FAST-SAFE-DATA-CABLE-ANDROID-BLACK,6.95485E+12,None,N/A,Remax,1,0,242.00 pcs,242.00 box/s,0,0,242.00 pcs,242.00 box/s,0.00x0.00x0.00,0,?0.00,?30.00,?119.00,?110.00,297.00%
RC-129M FAST SAFE DATA CABLE ANDROID,White,N/A,RC-129M-FAST-SAFE-DATA-CABLE-ANDROID-WHITE,6.95485E+12,None,N/A,Remax,1,0,229.00 pcs,229.00 box/s,0,0,229.00 pcs,229.00 box/s,0.00x0.00x0.00,0,?0.00,?30.00,?119.00,?110.00,297.00%
RC-129M FAST SAFE DATA CABLE ANDROID,Gray,N/A,RC-129M-FAST-SAFE-DATA-CABLE-ANDROID-GRAY,6.95485E+12,None,N/A,Remax,1,0,211.00 pcs,211.00 box/s,0,0,211.00 pcs,211.00 box/s,0.00x0.00x0.00,0,?0.00,?30.00,?119.00,?110.00,297.00%
RC-061i DATA CABLE IOS,Black,N/A,6.95485E+12,N/A,None,N/A,Remax,1,0,52.00 pcs,52.00 box/s,0,0,52.00 pcs,52.00 box/s,0.00x0.00x0.00,0,?0.00,?93.00,?179.00,?170.00,92.00%
REMAX RC-001i 2M QUICK CHARGE DATA CABLE IOS,Black,N/A,RC-001i-QUICK-CHARGE-DATA-CABLE-IOS-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?0.00,?0.00,-100.00%
REMAX RC-001i 2M QUICK CHARGE DATA CABLE IOS,White,N/A,RC-001i-QUICK-CHARGE-DATA-CABLE-IOS-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?0.00,?0.00,-100.00%
REMAX RC-001i 2M QUICK CHARGE DATA CABLE IOS,Red,N/A,RC-001i-QUICK-CHARGE-DATA-CABLE-IOS-RED,6.95485E+12,N/A,N/A,Remax,1,0,13.00 pcs,13.00 box/s,0,0,13.00 pcs,13.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?0.00,?0.00,-100.00%
REMAX RC-001i 2M QUICK CHARGE DATA CABLE IOS,Yellow,N/A,RC-001i-QUICK-CHARGE-DATA-CABLE-IOS-YELLOW,6.95485E+12,N/A,N/A,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?0.00,?0.00,-100.00%
REMAX RC-156i CIGAN SERIES DATA CABLE,Black,N/A,RC-156i-CIGAN-DATA-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,163.00 pcs,163.00 box/s,0,0,163.00 pcs,163.00 box/s,0.00x0.00x0.00,0,?0.00,?124.00,?199.00,?190.00,60.00%
REMAX RC-156M CIGAN SERIES DATA CABLE,Black,N/A,RC-156M-CIGAN-DATA-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,122.00 pcs,122.00 box/s,0,0,122.00 pcs,122.00 box/s,0.00x0.00x0.00,0,?0.00,?110.00,?199.00,?190.00,81.00%
REMAX RC-134i FAST CHARGING DATA CABLE,Black,N/A,RC-134i-FAST-CHARGE-DATA-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,320.00 pcs,320.00 box/s,0,0,320.00 pcs,320.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?80.00,?50.00,176.00%
REMAX RC-134i FAST CHARGING DATA CABLE,White,N/A,RC-134i-FAST-CHARGE-DATA-CABLE-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,259.00 pcs,259.00 box/s,0,0,259.00 pcs,259.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?80.00,?50.00,176.00%
RM-510 EARPHONE,Black,N/A,RM-510-EARPHONE-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-510 EARPHONE,White,N/A,RM-510-EARPHONE-WHITE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-510 EARPHONE,Red,N/A,RM-510-EARPHONE-RED,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-510 EARPHONE,Blue,N/A,RM-510-EARPHONE-BLUE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-510 EARPHONE,Gray,N/A,RM-510-EARPHONE-GRAY,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-510 EARPHONE,Pink,N/A,RM-510-EARPHONE-PINK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?108.00,?199.00,?190.00,84.00%
RM-303 EARPHONE,Black,N/A,RM-303-EARPHONE-BLACK,6.95485E+12,Audio,Headset,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?168.00,?299.00,?290.00,78.00%
RM-303 EARPHONE,White,N/A,RM-303-EARPHONE-WHITE,6.95485E+12,Audio,Headset,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?168.00,?299.00,?290.00,78.00%
RB-T1 WIRELESS HEAD SET,Black,N/A,RB-T1-WIRLESS-HEADSET-BLACK,6.95485E+12,Audio,Headset,Remax,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?162.00,?299.00,?290.00,85.00%
RB-T1 WIRELESS HEAD SET,White,N/A,RB-T1-WIRLESS-HEADSET-WHITE,6.95485E+12,Audio,Headset,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?162.00,?299.00,?290.00,85.00%
RC-C304 REMAX ALIEN 3 USB CAR CHARGER,Black,N/A,RC-C304-ALIEN-3USB-CAR-CHARGER-BLACK,N/A,N/A,N/A,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?94.00,?169.00,?160.00,80.00%
Mijobs NFC Strap 16mm,Black,N/A,NFC-STRAP-MB3/4-16MM-BLACK,NB16,Wearables,Watch,Mijobs,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?157.00,?379.00,?350.00,141.00%
Mijobs NFC Strap 16mm,Blue,N/A,NFC-STRAP-MB3/4-16MM-BLUE,zelon,Wearables,Watch,Mijobs,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?186.00,?379.00,?350.00,104.00%
Mijobs NFC Strap 16mm,Purple,N/A,NFC-STRAP-MB3/4-16MM-PURPLE,N/A,Wearables,Watch,Mijobs,1,0,17.00 pcs,17.00 box/s,0,0,17.00 pcs,17.00 box/s,0.00x0.00x0.00,0,?0.00,?186.00,?379.00,?350.00,104.00%
Mijobs NFC Strap 16mm,Silver,N/A,NFC-STRAP-MB3/4-16MM-SILVER,NS16,Wearables,Watch,Mijobs,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?135.00,?379.00,?350.00,181.00%
Mijobs NFC Strap 16mm,Gold,N/A,NFC-STRAP-MB3/4-16MM-GOLD,NG16,Wearables,Watch,Mijobs,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?171.00,?379.00,?350.00,122.00%
Mijobs NFC Strap 16mm,Rose Gold,N/A,NFC-STRAP-MB3/4-16MM-R.GOLD,NR16,Wearables,Watch,Mijobs,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?171.00,?379.00,?350.00,122.00%
DM9,Silver,N/A,DM9-SILVER,N/A,Audio,In-Ear Earphones,Qkz,1,0,30.00 pcs,30.00 box/s,0,0,30.00 pcs,30.00 box/s,0.00x0.00x0.00,0,?0.00,?164.00,?269.00,?260.00,64.00%
DM7,Gun Metal,N/A,DM7-GUNMETAL,N/A,Audio,In-Ear Earphones,Qkz,1,0,19.00 pcs,19.00 box/s,0,0,19.00 pcs,19.00 box/s,0.00x0.00x0.00,0,?0.00,?164.00,?265.00,?260.00,62.00%
MB4 Charging Clip,Black,N/A,MB4-CHARGING-CLIP,MBC,Wearables,Smart Watch,Xiaomi,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?18.00,?99.00,?85.00,450.00%
MB4 Charging Cable,Black,N/A,MB4-CHARGING-CABLE,MBC1,Wearables,Smart Watch,Xiaomi,1,0,16.00 pcs,16.00 box/s,0,0,16.00 pcs,16.00 box/s,0.00x0.00x0.00,0,?0.00,?23.00,?99.00,?85.00,330.00%
X12 Ultra Marble Series,Dream Stone,N/A,X12-Ultra-Marble-Series-DreamStone,N/A,Audio,Airbuds,Sabbat,1,0,389.00 pcs,389.00 box/s,0,0,389.00 pcs,389.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,487.00","?2,790.00","?2,000.00",88.00%
X12 Ultra Marble Series,Star Cloud,N/A,X12-Ultra-Marble-Series-StarCloud,N/A,Audio,Airbuds,Sabbat,1,0,73.00 pcs,73.00 box/s,0,0,73.00 pcs,73.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,487.00","?2,790.00","?2,000.00",88.00%
X12 Ultra Marble Series,Yan Yanshi,N/A,X12-Ultra-Marble-Series-YanYanshi,N/A,Audio,Airbuds,Sabbat,1,0,154.00 pcs,154.00 box/s,0,0,154.00 pcs,154.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,487.00","?2,790.00","?2,000.00",88.00%
X12 Ultra Marble Series,Advanced Stone,N/A,X12-Ultra-Marble-Series-AdvancedStone,N/A,Audio,Airbuds,Sabbat,1,0,300.00 pcs,300.00 box/s,0,0,300.00 pcs,300.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,487.00","?2,790.00","?2,000.00",88.00%
X12 Ultra Marble Series,Galaline Stone,N/A,X12-Ultra-Marble-Series-GalalineStone,N/A,Audio,Airbuds,Sabbat,1,0,164.00 pcs,164.00 box/s,0,0,164.00 pcs,164.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,487.00","?2,790.00","?2,000.00",88.00%
Plextone Pouch (OVAL),Black,N/A,Plextone-Pouch-Black,PP,None,N/A,Plextone,1,0,363.00 pcs,363.00 box/s,0,0,363.00 pcs,363.00 box/s,0.00x0.00x0.00,0,?0.00,?23.00,?25.00,?20.00,9.00%
RPP-139 10K POWERBANK,Black,N/A,RPP-139-10K-POWERBANK-BLACK,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?217.00,?349.00,?340.00,61.00%
RPP-139 10K POWERBANK,White,N/A,RPP-139-10K-POWERBANK-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?217.00,?349.00,?340.00,61.00%
RPP-141 30K POWERBANK,Black,N/A,RPP-141-30K-PB-BLACK,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?502.00,?699.00,?690.00,39.00%
RPP-141 30K POWERBANK,White,N/A,RPP-141-30K-PB-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?502.00,?699.00,?690.00,39.00%
RPP-106 20K POWERBANK,Black,N/A,RPP-106-20K-PB-BLACK,N/A,Electronic Device,Power Bank,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?365.00,?499.00,?420.00,37.00%
RPP-106 20K POWERBANK,White,N/A,RPP-106-20K-PB-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?365.00,?499.00,?420.00,37.00%
RPP-153 10K POWERBANK,Black,N/A,RPP-153-10K-PB-BLACK,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,7.00 pcs,7.00 box/s,0,0,7.00 pcs,7.00 box/s,0.00x0.00x0.00,0,?0.00,?210.00,?299.00,?290.00,42.00%
RPP-153 10K POWERBANK,White,N/A,RPP-153-10K-PB-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,32.00 pcs,32.00 box/s,0,0,32.00 pcs,32.00 box/s,0.00x0.00x0.00,0,?0.00,?210.00,?299.00,?290.00,42.00%
RPP-140 20K POWERBANK,Black,N/A,RPP-140-20K-PB-BLACK,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?359.00,?449.00,?440.00,25.00%
RPP-140 20K POWERBANK,White,N/A,RPP-140-20K-PB-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?359.00,?449.00,?440.00,25.00%
RPP-119 10K POWERBANK,Black,N/A,RPP-119-10K-PB-BLACK,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,34.00 pcs,34.00 box/s,0,0,34.00 pcs,34.00 box/s,0.00x0.00x0.00,0,?0.00,?218.00,?335.00,?325.00,54.00%
RPP-119 10K POWERBANK,White,N/A,RPP-119-10K-PB-WHITE,6.95485E+12,Electronic Device,Power Bank,Remax,1,0,26.00 pcs,26.00 box/s,0,0,26.00 pcs,26.00 box/s,0.00x0.00x0.00,0,?0.00,?218.00,?335.00,?325.00,54.00%
ZHIBAI HAIR DRYER V2,White,N/A,ZHIBAI-HAIRDRYER-V2-WHITE,N/A,Appliances,Small Appliances,Xiaomi,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,069.00","?1,449.00","?1,440.00",36.00%
ZHIBAI HAIR DRYER V2,Pink,N/A,ZHIBAI-HAIRDRYER-V2-PINK,N/A,Appliances,Small Appliances,Xiaomi,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,069.00","?1,449.00","?1,440.00",36.00%
SABBAT SILICONE CASE W/ HOOK,Black,N/A,SABBAT-SILICONE-CASE-HOOK-BLACK,N/A,None,N/A,N/A,1,0,"5,625.00 pcs","5,625.00 box/s","10,000.00",0,"15,625.00 pcs","15,625.00 box/s",0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
SABBAT SILICONE CASE W/ HOOK,White,N/A,SABBAT-SILICONE-CASE-HOOK-WHITE,N/A,None,N/A,N/A,1,0,325.00 pcs,325.00 box/s,200,0,525.00 pcs,525.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
SABBAT SILICONE CASE W/ HOOK,Red,N/A,SABBAT-SILICONE-CASE-HOOK-RED,N/A,None,N/A,N/A,1,0,363.00 pcs,363.00 box/s,0,0,363.00 pcs,363.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
SABBAT SILICONE CASE W/ HOOK,Green,N/A,SABBAT-SILICONE-CASE-HOOK-GREEN,N/A,None,N/A,N/A,1,0,268.00 pcs,268.00 box/s,200,0,468.00 pcs,468.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
SABBAT SILICONE CASE W/ HOOK,Pink,N/A,SABBAT-SILICONE-CASE-HOOK-PINK,N/A,None,N/A,N/A,1,0,108.00 pcs,108.00 box/s,400,0,508.00 pcs,508.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
SABBAT SILICONE CASE W/ HOOK,Transparent,N/A,SABBAT-SILICONE-CASE-HOOK-TRANSPARENT,N/A,None,N/A,N/A,1,0,182.00 pcs,182.00 box/s,200,0,382.00 pcs,382.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?199.00,?190.00,586.00%
RC-102M ZIGIE SERIES MAGNET CONNECTION MICRO USB,Black,N/A,RC-102M-ZIGIE-MAGNET-DATACABLE-MICRO-BLACK,N/A,None,N/A,Remax,1,0,156.00 pcs,156.00 box/s,0,0,156.00 pcs,156.00 box/s,0.00x0.00x0.00,0,?0.00,?96.00,?180.00,?160.00,88.00%
RC-102I ZIGIE SERIES MAGNETIC CONNECTION DATA CABLE,Black,N/A,RC-102I-ZIGIE-MAGNET-DATACABLE-LIGHTNING,N/A,None,N/A,Remax,1,0,161.00 pcs,161.00 box/s,0,0,161.00 pcs,161.00 box/s,0.00x0.00x0.00,0,?0.00,?110.00,?213.00,?200.00,94.00%
RC-102A ZIGIE SERIES MAGNET CONNECTION DATA CABLE TYPE C,Black,N/A,RC-102A-ZIGIE-MAGNET-DATACABLE-TYPE-C,N/A,None,N/A,Remax,1,1,171.00 pcs,171.00 box/s,0,0,171.00 pcs,171.00 box/s,0.00x0.00x0.00,0,?0.00,?103.00,?204.00,?200.00,98.00%
E12 Ultra Marble Series,Dream Stone,N/A,E12-Ultra-Marble-DreamStone,N/A,Audio,Airbuds,Sabbat,1,0,247.00 pcs,247.00 box/s,0,0,247.00 pcs,247.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?3,590.00","?3,500.00",87.00%
E12 Ultra Marble Series,Star Cloud,N/A,E12-Ultra-Marble-StarCloud,N/A,Audio,Airbuds,Sabbat,1,0,144.00 pcs,144.00 box/s,0,0,144.00 pcs,144.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?3,590.00","?3,500.00",87.00%
E12 Ultra Marble Series,Yan Yanshi,N/A,E12-Ultra-Marble-YanYanshi,N/A,Audio,Airbuds,Sabbat,1,0,126.00 pcs,126.00 box/s,0,0,126.00 pcs,126.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?3,590.00","?3,500.00",87.00%
E12 Ultra Marble Series,Advanced Stone,N/A,E12-Ultra-Marble-AdvancedStone,N/A,Audio,Airbuds,Sabbat,1,0,354.00 pcs,354.00 box/s,0,0,354.00 pcs,354.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?3,590.00","?3,500.00",87.00%
E12 Ultra Marble Series,Galaline Stone,N/A,E12-Ultra-Marble-GalalineStone,N/A,Audio,Airbuds,Sabbat,1,0,127.00 pcs,127.00 box/s,0,0,127.00 pcs,127.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?3,590.00","?3,500.00",87.00%
Airpods Case Non Grey  Silicone Cover,Black,N/A,AIRPODS-SILICONE-COVER-BLACK,N/A,None,N/A,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?1.00,?149.00,?99.00,"14,800.00%"
Airpods Case Non Grey  Silicone Cover,Dark Blue,N/A,AIRPODS-SILICONE-COVER-DARKBLUE,N/A,None,N/A,None,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?1.00,?149.00,?99.00,"14,800.00%"
Airpods Case Non Grey  Silicone Cover,Pink,N/A,AIRPODS-SILICONE-COVER-PINK,N/A,None,N/A,None,1,0,15.00 pcs,15.00 box/s,0,0,15.00 pcs,15.00 box/s,0.00x0.00x0.00,0,?0.00,?1.00,?149.00,?99.00,"14,800.00%"
Airpods Case Non Grey  Silicone Cover,MInt Green,N/A,AIRPODS-SILICONE-COVER-MINTGREEN,N/A,None,N/A,None,1,0,19.00 pcs,19.00 box/s,0,0,19.00 pcs,19.00 box/s,0.00x0.00x0.00,0,?0.00,?1.00,?149.00,?99.00,"14,800.00%"
Honor Band 5,Black,N/A,HONOR-BAND-5-BLACK,N/A,Wearables,Smart Watch,Honor,1,0,10.00 pcs,10.00 box/s,0,0,10.00 pcs,10.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,075.00","?1,799.00","?1,700.00",67.00%
Honor Band 5,Pink,N/A,HONOR-BAND-5-PINK,N/A,Wearables,Smart Watch,Honor,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,075.00","?1,799.00","?1,700.00",67.00%
Honor Band 5,Midnight Blue,N/A,HONOR-BAND-5-MIDNIGHT-NAVY,N/A,Wearables,Smart Watch,Honor,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,075.00","?1,799.00","?1,700.00",67.00%
Honor Watch Magic,Black,N/A,HONOR-WATCH-MAGIC-BLACK,N/A,Wearables,Smart Watch,Honor,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,"?3,590.00","?4,999.00","?4,900.00",39.00%
Honor Band 5 Sport,Gray,N/A,HONOR-BAND-5-SPORT-GRAY,N/A,Wearables,Smart Watch,Honor,1,0,141.00 pcs,141.00 box/s,0,0,141.00 pcs,141.00 box/s,0.00x0.00x0.00,0,?0.00,?0.00,"?1,299.00","?1,200.00",0.00%
Honor Band 5 Sport,Pink,N/A,HONOR-BAND-5-SPORT-PINK,N/A,Wearables,Smart Watch,Honor,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?810.00,"?1,299.00","?1,200.00",60.00%
Honor Band 5 SP,N/A,N/A,HONOR-BAND-5-SP,SP5,None,N/A,N/A,1,0,"2,004.00 pcs","2,004.00 box/s",0,0,"2,004.00 pcs","2,004.00 box/s",0.00x0.00x0.00,0,?0.00,?4.00,?15.00,?10.00,275.00%
